&alpha;,&beta;<sup>1</sup>,p<sup>1</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length,MEME LogL,FEL LogL,FEL &alpha;,FEL &beta;
74.51104297304528,0.7409718444122861,1e-08,0.3280436878583279,0.99999999,0.0,0.6666666666666666,0,0,-21.50582656321936,-21.50581702625331,0.9999904630794255,73.59414028071139
22.6640819772003,1.001061475949433,1e-08,0.9410717393062809,0.99999999,0.0,0.6666666666666666,0,0,-22.68096343745508,-22.6813202806016,1.0,23.13884243585546
2.916654249142746,0.7556359425609612,1e-08,0.7033817554709814,0.99999999,0.0,0.6666666666666666,0,0,-11.04508215456224,-11.04636056563361,1.0,2.957532565157319
3.053430460060972,1.529854741488435,1e-08,1.548029806238187,0.99999999,0.0,0.6666666666666666,0,0,-11.38323608423638,-11.38357188568033,1.0,3.110150946093531
2.69285028167777,0.7661916903255608,1e-08,257.4299630988584,0.99999999,0.1003258896058981,0.5741589655188734,1,0,-24.25566556420409,-23.54556022619515,0.4915924113412431,10.29312109751733
11.68383584738573,0.8807653336639372,1e-08,0.8629189559637717,0.99999999,0.0,0.6666666666666666,0,0,-14.50258840580871,-14.50330905285153,1.0,12.06414235624655
12.25017142851227,0.0919268922185869,1e-08,308.7607499397556,0.99999999,1.084244775534579,0.3025463126081993,1,0,-26.72776367603257,-24.92064016131977,0.1641255631764839,12.68564382498222
145.4760906804196,7.591551308509438,1e-08,8.780503638819823,0.99999999,0.0,0.6666666666666666,0,0,-27.52025885493951,-27.52253089980263,1.0,161.4514517381775
83.41836232661817,8.00266689386129,1e-08,8.815802120789817,0.99999999,0.0,0.6666666666666666,0,0,-32.99303189009208,-32.99255094364212,0.9995191691862254,85.06229555196145
45.54720917973442,0.7523516657286952,1e-08,0.4103023714794061,0.99999999,0.0,0.6666666666666666,0,0,-22.7825556928827,-22.78271884704197,1.0,45.98435846663531
9.913074376251833,0.4296036801854342,1e-08,29.13789346243574,0.99999999,0.2676648535780757,0.5022075241812904,0,0,-29.81109959159888,-29.00793725522708,0.4479102791242091,10.39256440911546
1.61426493042194,0.9923954879968038,1e-08,0.9576122297909693,0.99999999,0.0,0.6666666666666666,0,0,-14.45449255484452,-14.45467036497504,1.0,1.634272482419655
1.009236029179452,0.000252309007294863,1e-08,11.87461911882168,0.99999999,0.5552924254436604,0.4146227283838229,3,0,-24.49550289609708,-24.51397806820417,1.0,1.009236029179452
9.102191494063293,0.5843062167265687,1e-08,0.4473980106034199,0.99999999,0.0,0.6666666666666666,0,0,-16.79290480753064,-16.79366776340606,1.0,9.55427935065668
79.05913224620124,4.303957193186287,1e-08,5.997083063224096,0.99999999,0.0,0.6666666666666666,0,0,-25.00809706495165,-25.00876668632892,1.0,83.33812471375299
4.890024006995884e-05,2.48201923787505e-05,1e-08,12.47280379905701,0.99999999,5.64645332839094,0.02703231951300389,3,0,-24.20342466723014,-21.64277171959746,0.07725428097553655,4.74429993479275e-05
3.765955297535006e-05,7.61680461955302e-09,1e-08,14.59044319097553,0.99999999,2.674809545113725,0.126843826579058,3,0,-25.04659152770723,-25.07123332227618,1.0,3.47716111412571e-05
2.530738039422621,0.004300430934030874,1e-08,0.8125513944684314,0.99999999,0.0,0.6666666666666666,0,0,-9.35557567866377,-8.985250862296073,0.6905100052391978,2.749736922464803
3.814808638846703e-07,9.537021597116757e-11,1e-08,0.8683855091391731,0.99999999,0.7457614316889583,0.3688871617613554,0,0,-6.476998440665307,-6.481109414075791,1.0,3.814808638846701e-07
1.557176865318678,0.7744801028354702,1e-08,0.8103738836328988,0.99999999,0.0,0.6666666666666666,0,0,-8.0821220935533,-8.082741836872318,1.0,1.568677427978899
98.16294105528962,0.2990119670204819,1e-08,0.3821293602792508,0.99999999,0.0,0.6666666666666666,0,0,-13.30333806717023,-13.30350845084661,1.0,101.0688032088772
37.94145835425552,3.002950073313521,1e-08,2.540570985004552,0.99999999,0.0,0.6666666666666666,0,0,-26.3401781164659,-26.34176506123042,1.0,39.61796453908778
5.907560022079387,4.442895395524456,1e-08,8.957016863253669,0.99999999,0.004622964704822152,0.6495576102658271,0,0,-23.93663093690545,-23.93379508975469,0.9971681700653237,6.122600577047177
36.62751469534977,0.0,1e-08,27.2159203325544,0.99999999,0.0,0.6666666666666666,0,0,-28.0442334716352,-25.29121713222532,0.06373532360823164,36.88531595385449
35.33626619957221,5.288306610608931,1e-08,4.838554060361076,0.99999999,0.0,0.6666666666666666,0,0,-30.24979336493249,-30.249986549319,1.0,35.427505812127
46.36632607211324,0.0,1e-08,16.04554669811135,0.99999999,0.0,0.6666666666666666,0,0,-31.88406541779578,-29.70007511306345,0.1125913592494867,47.15842884603693
6.846202611555076,2.210809491251878,1e-08,2.258087795209331,0.99999999,0.0,0.6666666666666666,0,0,-17.02697890882171,-17.02749405510583,1.0,6.923173291823079
44.13265591266068,0.567504010386417,1e-08,0.2053842247233475,0.99999999,0.0,0.6666666666666666,0,0,-19.00882963446013,-19.00904735831056,1.0,45.00686511580941
13.95299403239865,0.6834090644749317,1e-08,0.8434823316901475,0.99999999,0.0,0.6666666666666666,0,0,-16.61588142867703,-16.61428365666625,0.9984035037472861,14.66375397940848
19.33375650686684,1.245595193251752,1e-08,1.186731793417038,0.99999999,0.0,0.6666666666666666,0,0,-16.70452650940954,-16.7047917556907,1.0,19.87988703134841
5.897708043412194,1.336925940758205,1e-08,1.234323765940506,0.99999999,0.0,0.6666666666666666,0,0,-13.04156302888647,-13.04234281715877,1.0,6.238161405643426
1.466823828382818,0.5944052364746971,1e-08,0.6250630149098583,0.99999999,0.0,0.6666666666666666,0,0,-12.50829681692151,-12.50887498417787,1.0,1.395416418549825
3.085366621406809,1.130754459054082,1e-08,0.8935805531399286,0.99999999,0.0,0.6666666666666666,0,0,-14.88917009967195,-14.8912995475001,1.0,3.09426693825558
0.2582902924764837,6.457257311912093e-05,1e-08,0.3615946031524386,0.99999999,0.01233947972080074,0.6378765017542745,2,0,-13.76742357849989,-13.78589377553649,1.0,0.2582902924764838
29.34228407163284,0.3717472644614977,1e-08,0.1204889345844036,0.99999999,0.0,0.6666666666666666,0,0,-19.37770734962809,-19.3776096880767,0.9999023432173391,29.49158668268059
3.677867256132434,0.7305353733211719,1e-08,0.692382120731818,0.99999999,0.0,0.6666666666666666,0,0,-12.64386981822521,-12.64438142400829,1.0,3.66027032918067
22.10160562275054,0.3927027101094526,1e-08,0.3144758442507702,0.99999999,0.0,0.6666666666666666,0,0,-14.47727174318627,-14.47791740173473,1.0,23.21473477526278
34.71592357427628,0.5699508493661828,1e-08,1.052755246477631,0.99999999,0.0,0.6666666666666666,0,0,-20.93452124374295,-20.93400943178213,0.9994883189925531,34.98700740087231
10000.0,1.317123941682411,1e-08,1.377938935769407,0.99999999,0.0,0.6666666666666666,0,0,-18.52200848991813,-18.522191066876,1.0,10000.0
4.076044529724019,0.7462564319098052,1e-08,0.6670677480133069,0.99999999,0.0,0.6666666666666666,0,0,-9.615630103689085,-9.616050945324877,1.0,4.168660802227588
27.49574662012984,1.443459679120234,1e-08,1.115940909667371,0.99999999,0.0,0.6666666666666666,0,0,-16.81346704257012,-16.81655357059431,1.0,26.86326552441739
0.6301246863626849,0.0,1e-08,1.944426592010689,0.99999999,0.374493549842299,0.4662238365130182,1,0,-11.95707150943772,-11.13457681142831,0.4393342798833165,0.6078278559216256
21.66532728102574,1.334776565310788,1e-08,1.200255891906843,0.99999999,0.0,0.6666666666666666,0,0,-23.89764557938017,-23.89833155921717,1.0,21.96860642721046
1.469255547900349,1.168356539675993,1e-08,1.280792367730383,0.99999999,0.0,0.6666666666666666,0,0,-12.91252932439673,-12.91337546449775,1.0,1.487717619575247
13.83046780055071,0.2939930002284613,1e-08,0.8774788739029695,0.99999999,0.0,0.6666666666666666,0,0,-14.19792988883769,-14.19798371242822,1.0,13.92353729453354
3.554817391081313e-06,8.887043477703282e-10,1e-08,1.789713757833425,0.99999999,1.821402061972282,0.2006327278555036,2,0,-12.23756494649901,-12.25280735416086,1.0,3.554817391081312e-06
72.9884875241919,0.482536600310695,1e-08,0.06227840406137711,0.99999999,0.0,0.6666666666666666,0,0,-12.91231440835423,-12.91256226695409,1.0,73.25087822879303
28.81701412527133,3.634346392933214,1e-08,1.592764337886889,0.99999999,0.0,0.6666666666666666,0,0,-32.29646659985828,-32.28980800892123,0.9933635283575631,29.05222018129747
3.259518251337472,1.068681855626456,1e-08,1.074296412086158,0.99999999,0.0,0.6666666666666666,0,0,-15.7047215831651,-15.70495997725327,1.0,3.306567596818237
128.9115116981196,0.6764435742190411,1e-08,0.6634850030827134,0.99999999,0.0,0.6666666666666666,0,0,-20.80120509925919,-20.80132189736343,1.0,132.2939696625825
1.239934695923126e-07,0.0,1e-08,1.737252339759604,0.99999999,0.3084208431444999,0.4878621907291105,2,0,-13.72725682557734,-13.74016466354208,1.0,1.239934695923126e-07
92.83327697364025,1.474571325781282,1e-08,1.354860232671023,0.99999999,0.0,0.6666666666666666,0,0,-18.81108058502395,-18.81192447181301,1.0,91.32801038337024
2.533386206084168e-05,6.33346551521042e-09,1e-08,0.9817927462945635,0.99999999,0.9152588844880789,0.3336369119627045,0,0,-6.733031330713589,-6.737298443615193,1.0,2.533386206084168e-05
31.59823203333377,0.4569739074105474,1e-08,0.4657519478947067,0.99999999,0.0,0.6666666666666666,0,0,-12.62775746409489,-12.62940208852729,1.0,31.72999865597281
1.819802461538236,0.8785076748555517,1e-08,0.8668950610422269,0.99999999,0.0,0.6666666666666666,0,0,-7.873976017290722,-7.874032507252233,1.0,1.849461148443665
1.385771667382512,0.6076744036758591,1e-08,0.6328261351370718,0.99999999,0.0,0.6666666666666666,0,0,-7.808582147397397,-7.808792467109425,1.0,1.429641303694572
26.42108332121314,0.6430106307201734,1e-08,0.758199566682676,0.99999999,0.0,0.6666666666666666,0,0,-17.46754202944689,-17.46941856881024,1.0,26.73761833450938
1.326041697479107,0.2418660191150138,1e-08,0.05170600942150916,0.99999999,0.0,0.6666666666666666,0,0,-12.74156988758239,-12.74200025658338,1.0,1.359997628798107
25.05730816972072,0.1772376161064076,1e-08,0.2585744694816856,0.99999999,0.0,0.6666666666666666,0,0,-11.16450900238002,-11.16492064399585,1.0,26.02613929392983
0.6502985308868542,0.0001625746327217136,1e-08,0.9870457732685404,0.99999999,0.02161149164712128,0.6276634890656815,0,0,-9.141407606811951,-9.145083938298749,1.0,0.6502985308868542
4.068970171228231,2.771671134251857e-06,1e-08,0.3283364859319666,0.99999999,0.0,0.6666666666666666,0,0,-5.509227886077954,-5.509426609220918,1.0,3.971962359597811
139.2417038492457,1.418769170739202,1e-08,2.954540891932955,0.99999999,0.0,0.6666666666666666,0,0,-32.01586299825671,-32.01617826338857,1.0,138.0163120188965
2.693827598443367,0.4963545848127089,1e-08,0.4605708952979519,0.99999999,0.0,0.6666666666666666,0,0,-12.3807335032815,-12.3810758418201,1.0,2.726154472963375
21.79658531787466,5.215391923371005e-06,1e-08,1.161013004207209,0.99999999,0.0,0.6666666666666666,0,0,-8.941952345077498,-8.941988559839045,1.0,22.00008056080218
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0.0
